SMS text,Suggested label,Matched keywords,Reason
"buy cheap viagra through us . hi , we have a new offer for you . buy cheap v?agra through our online store . - private online ordering - no prescription required - world wide shipping order your drugs offshore and save over 70 % ! click here : http : / / zap - internet . com / meds / best regards , donald cunfingham no thanks : http : / / zap - internet . com / rm . html",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"never worry about money ever again $ 1 , 000 per day from home ( beginning immediately ! ) automated system ; no selling not mlm ; details : watch this short movie : global marketing specialties po box 300 east amherst , ny 14051 this e - mail message is an advertisement and / or solicitation .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"dell pentium 4 2 . 8 ghz system $ 585 . 00 this dell system features a powerful combination with the intel pentium 4 2 . 8 ghz processor and 256 mb ram . a large 40 gb hard disk drive plays host to microsoft windows xp home edition . a cd - rw drive , dvd - rom drive and a floppy disk drive are all pre - installed . integrated graphics and integrated audio are included to get you up and running . processor ram hdd drive o / s others p 4 2 . 8 ghz 256 mb 40 gb dvd / cdrw + fdd winxp home vga + sound visit : http : / / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonewww . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! if you have any complaints / suggestions contact customerservice @ computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective ownerstoshiba for export only products may not be exactly as shown above - - to unsubscribe from : computron 8 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"strong buy alert : monthly newsletter topstocks mid - week report alert : strong buy / watch issued on cwtd * * * braking end of market news announcement * * * * * wednesday may 19 , 6 : 14 pm et * * braking news ; wednesday may 19 , 6 : 14 pm et china world trade corp . signs agreement with huahao group to acquire 51 % of it ' s operating arm , new generation group . read below for more information or click here for full news release china world trade corp . symbol : cwtd otc . bb price $ 3 . 15 significant revenue growth in 2004 rating : strong buy this stock has ran to over $ 9 . 00 in the previous months and with all the recent activity along with future talks of china world making amex listing would make this a great time to take a closer look at the company ; cwtd . * recent company news tianhe , guangzhou , china - - ( market wire ) - - may 19 , 2004 - - china world trade corp is pleased to announce that it has signed an agreement with huahao group to acquire 51 % of its operating arm , new generation group . total consideration for the transaction is $ 11 , 475 , 000 , about 70 % payable in stock and the balance to be paid in cash . the audit of huahao is scheduled to be complete before july 15 , 2004 . it is expected that cwtd will consolidate the revenue of new generation group once the transaction has closed . the transaction is expected to close on or before july 30 , 2004 . the new generation group agreement marks another key component in the china world trade corporation ' s strategy to have the capability to provide to their members a more comprehensive value - added service - - all the members can book arrange all of their travel needs through the new generation group . of equal importance , new generation group recently deployed a toll - free number , which is very rare for china . while there were nearly 80 million internet users in china at the end of 2003 , there were over 250 million mobile phone users and hundreds of millions of more landlines . as a result , it is believed the phone is likely to remain the primary tool that chinese businessmen and consumers use to access information and make travel purchases for years to come - - especially last minute reservations ! about huahao group : established in october 1997 , huahao is the pioneer and one of the market leaders in the travel agency businesses through the operations of its 10 subsidiaries in southern china in ticketing sales for international and domestic flights as well as inbound business travel . the turnover of huahao was approximately us $ 180 million in 2003 and is expected to reach us $ 250 million in 2004 . huahao has already acquired the necessary licenses to operate as a ticketing and travel agent in the prc . these licenses include 26 licenses as a ticketing agent for international and domestic flights for both cargo and passengers issued by the civil aviation administration of china ( caac ) and the international air transport association ( iata ) ; and 3 licenses as a domestic and international travel agent issued by the administrative bureau of tourism of china . huahao has registered the trademark network travel service ( nts ) ( or in chinese zhong heng tian di ' ' meaning travel around the world ' ' ) for its brand name and logo in 36 out of 43 recognized industries in china . in addition , huahao has set up a call center to handle nationwide reservations . customers are able to make reservations of hotel and air ticket simply by dialing 4008168168 anywhere in the nation . about china world trade corp : china world trade corp . is devoted to the building of world trade brand in china . china world trade corp . a listed company on the ( otc bb : cwtd ) in the united states . cwtc business objective is to open and operate business clubs in the major cities of china in association with the world trade center association in order to position us as the platform to facilitate trade between china and the world market . we currently operate the guangzhou world trade center club consisting of over 4000 square meters . the beijing world trade center club , which is located at 2 nd floor , office tower ii , landmark towers beijing , 8 north dongsanhuan road , beijing prc , and consisting of 730 square meters . the china world trade corp executive office is located at 4 th floor , goldlion digital network center , 138 tiyu road east , tianhe , guangzhou , and the prc 510620 . * key company points here are a few simple reasons why one would own china world trade corp : china world trade corp signs agreement with huahao group to acquire 51 % of its operating arm , new generation group . total consideration for the transaction is $ 11 , 475 , 000 , about 70 % payable in stock and the balance in cash into the company . the audit of huahao is scheduled to be complete before july 15 th 2005 . the transaction is expected to close on or before july 30 , 2004 . it is expected that cwtd will consolidate the revenue of new generation group once the transaction has closed . projected revenue for 2004 will be over usd 200 million . new generation group recently deployed a nation wide toll free number in china : 4008168168 , which is very rare for china . while there were nearly 80 million internet users in china at the end of 2003 . there were over 250 million mobile phone users and hundreds of million of landlines . this is a one stop service numbers for all travel services for inbound and outbound services . disclaimer : information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , believes , understands will , anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . we advise all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . topstocks and / or its officers and employees have been compensated 50 , 000 open trade shares by a third party for work involved in the preparation and production of this report in compliance with section 17 ( b ) , we disclose the holding of independently purchased shares of the company mentioned prior to the publication of this report . . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . short term trading targets are only guesses on our part . keep in mind that when trading small stocks like the company above there is a chance you will lose every penny you invest . furthermore there have been times in the past when the company itself tells lies , gives false information and puts out false news . this email is for entertainment purposes only . this is not investment advice . we suggest you check with an investment professional before investing any stocks or mutual funds .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
ciallis softabs onlly $ 3 . 99 % q news ; blogs ; white papers ; downloads ; reviews ; prices . go . alerts | ; newsletters | ; rss feeds . click here . enterprise news . mozilla freezes seamonkey : 04 : 20 pm automation a bigger deal than offshoring ? 03 : 33 pm . time to kill it for the,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
software 3000 breakfast store fountainhead leaven % q news ; blogs ; white papers ; downloads ; reviews ; prices . go . alerts | ; newsletters | ; rss feeds . click here . enterprise news . mozilla freezes seamonkey : 04 : 20 pm . automation a bigger deal than offshoring ? 03 : 33 pm . time to kill it for the,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"special offers - various today ' s special offers visit : http : / / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 8 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"the national association for honesty in medicine stemcaoiwz your body ' s many cries for water by : dr . f . batmanghelidj the title of this multi - national book says it all . your body ' s many cries for water [ found at many bookstores and at amazon . com ] , is a view that exposes the scheming tactics of governments and the pharmaceutical industry to keep human beings in the sick - care system . these tactics perpetuate one disease - state , or bodily condition , after another in an effort to fund these mega - industries . don ' t be sucked in . discover for yourself how a natural substance can make a phenomenal difference in your health and well - being . read your body ' s many cries for water isbn # 0 - 9629942 - 3 - 5 , written by dr . f . batmanghelidj . sincerely yours , the national association for honesty in medicine the preceding advertisement was sent you by virtue of your participation in the special product offerings of our e - mail networking services or our partners . to unsubscribe from receiving further emails from our e - mail networking services special product offerings please click here .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"u . s . robotics - analogue / wired charset = us - ascii "" > products analogue / wired wireless networking / broadband adsl 56 k v 92 pci datafax softmodem w voice - oem usr 10 / 100 switch 8 port usr sureconnect 9106 adsl 4 - port ethernet router and wireless gateway usr 56 k v 92 ' fun ' faxmodem external serial part no . description price analogue usr 263091 - oem usr 56 k v 92 pci datafax softmodem w voice - oem $ 10 . 25 usr 805631 usr 56 k v 92 ' fun ' faxmodem external serial $ 38 . 95 usr 815633 usr 56 k v 92 faxmodem external usb $ 40 . 00 wired networking switch usr 817908 usr 10 / 100 switch 8 port $ 27 . 40 broadband adsl usr 999106 usr sureconnect 9106 adsl 4 - port ethernet router and wireless gateway $ 89 . 50 visit : http : / / www . computron - me . com for deals ! * call for complete pricelist . your one stop / office # td 01 , jebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 6 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
the only solution to penis enlargement limited time offer : add atleast 4 inches or get your money back - - - - > click here and see more no thanks,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"lugwig littlestocks aare comingup big : ksige - ob _ blessed lugwig wallstreet insiders edge - ksige are you tired of buying stocks and not having them perform ? our staff has been working hard to uncover the hot ones that will move ! this is a perfect opportunity to get in , it is very low and on the move ready to explode . check it out and you will see why . . . plus they have a huge fax promotion launching on friday night so next week can be in the . 40 to . 50 range easily . . . . company : ksign international inc . ticker : ksige . ob price : 0 . 05 industry : network security 52 wk high : . 21 estimated 3 - 5 day target : . 45 + estimated - 6 months - target : 1 . 50 about : ksign - int ' l . , inc . as an unchallenged pki - based solution provider , ksign has played an important and market leading role in building a reliable and safe e - world . ksign established in 1999 , in spite of its short business history , has grown dramatically and gained a good reputation as a technology and market leader in korea . with the endeavors poured into rd of pki solutions , it has also developed many applications like extranet access management , key roaming system , secure web and application transaction system , crypto toolkit and so on . from now on , it will continue to be a valued partner to korean e - government , korean ca ' s ( certificate authorities ) , financial institutes , educational organizations and enterprises . latest news : ksignpassone is a type of single sign on ( sso ) solution which safely and efficiently manages numerous user names and passwords for each end - user by applying appropriate security functions and digital certificates . the solution then automatically processes login by detecting login page when accessing a certain website or client / server environment on the internet . enterprises and public institutions will be able to provide their employees with easy access to complex networks and websites on the internet that previously required unique user names and password authentication at different locations . with ksignpassone ' s central management of user names and passwords , the user will be able to automatically login , resulting in dramatic savings in effort and time . ksign is planning to supply the product to japanese market through an exclusive distributor . attention ksige . ob is expected to perform very well , if you like to win this one is for you , great gains expected don ' t sleep on this one . watch it explode and profit well . ambushed barreller",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"miningnews . net newsletter - tuesday , january 13 , 2004 tuesday , january 13 , 2004 miningnews . net to allow you to read the stories below , we have arranged a complimentary one month subscription for you . to accept , click here to visit our extended service at www . miningnews . net . alternatively , just click any of the stories below . should you wish to discontinue this service , you may click here to cancel your subscription , or email subscriptions @ miningnews . net . have some news of your own ? send your press releases , product news or conference details to submissions @ miningnews . net . ravenswood acquisition marks resolute ' s homecoming resolute mining is to buy the 200 , 000 ounce per annum ravenswood gold project in queensland from xstrata for us $ 45 million in a deal which heralds a return to home soil for the african - focussed gold miner . . . ( 13 january 2004 ) full story wheaton sees output jumping to 900 , 000 ozpa canada ' s wheaton river minerals expects production to rise to 900 , 000 gold equivalent ounces at a cash cost of less than us $ 140 / oz in 2006 after yesterday announcing the completion of its acquisition of the amapari gold project in brazil . . . ( 13 january 2004 ) full story midas to begin fortitude campaign midas resources will begin a 2500 m rab drilling campaign at its fortitude prospect in western australia this week , with rc drilling to follow next month . . . ( 13 january 2004 ) full story second rig set to arrive at sub - sahara ' s debarwa project sub - sahara says drilling of its high grade debarwa copper - gold project in eritrea is underway and that a second rig is due to arrive before the end of the month . . . ( 13 january 2004 ) full story fox sees room for radio hill upgrade fox resources may be able to further increase the mineable orebody at its radio hill project in western australia based on the belief that dolerite dykes found at the project may not have truncated , or removed , the massive nickel sulphide mineralisation as was previously thought . . . ( 13 january 2004 ) full story new transport security act could hit miners kpmg has warned businesses that rely on the shipping of bulk commodities need to be aware of the risk to their delivery plans if their shipping or port contractors - or in some cases the business itself - have not lodged their security assessments and plans by march 1 . . . ( 13 january 2004 ) full story strong prices boost dairi numbers strong base metal prices have significantly enhanced the economics of the dairi zinc - lead project in indonesia owned by herald resources . . . ( 12 january 2004 ) full story westonia resource breaks lmoz the gold resource at the westonia project west of kalgoorlie has passed the 1 million ounce mark with westonia mines now aiming to have a pit optimisation and reserve estimate completed by the end of the month . . . ( 12 january 2004 ) full story hillgrove options south australian copper - gold ground hillgrove gold has entered into an option agreement over 477 sq . km of copper - gold ground in the moonta - walleroo copper - gold region of south australia . . . ( 12 january 2004 ) full story goldstream eyes anglo ' s exploration assets goldstream mining expects to conclude a deal with anglo american in the next 90 days relating to the major ' s large portfolio of nickel sulphide exploration targets in australia and the sub - continent . . . ( 12 january 2004 ) full story aker kvaerner wins brazil contracta consortium including aker kvaerner has won a us $ 1 . 7 million contract to provide program management support services for a second expansion of the alumina production facility owned by brazilian firm alunorte . . . . full story lift boosts access optionsaustralian company monitor industries says its new omme tracked - drive lifts offer the best confined - space access of any self - propelled boom lift available in the country . . . . miningnews . net ' s e - newsletter uses an html - rich media format to provide a visually attractive layout . if , for any reason , your computer does not support html format e - mail , please let us know by emailing contact @ miningnews . net with your full name and e - mail address , and we will ensure you receive our e - newsletter in a plain - text format . if you have forgotten your password , please contact helpdesk @ miningnews . net . have some news of your own ? send your press releases , product news or conference details to submissions @ miningnews . net . aspermont limited ( abn 66 000 375 048 ) postal address po box 78 , leederville , wa australia 6902 head office tel + 61 8 9489 9100 head office fax + 61 8 9381 1848 e - mail contact @ aspermont . com website www . aspermont . com section dryblower investment news mine safety and health & environment mine supply today commodities due diligence exploration general ipos mining events moves mst features resourcestocks commodity coal copper diamonds gold nickel silver zinc bauxite - alum chromium cobalt gemstone iron ore kaolin magnesium manganese mineral sand oilshale pgm rare earths salt tantalum tin tungsten uranium vanadium region africa all regions asia australia europe north americ oceania south americ primex expo 2004 ground support in mining ( in conjunction with bfp consultants ) ajm ' s 7 th annual global iron ore & steel forecast conference : strengthening australia ' s ties to china within the iron & steel industry minehaul 2004 - the 2004 haulage event for surface mining operators show all events",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
the only solution to penis enlargement nzzbqhbitmt lpktcwcmvgtg limited offer : add at least 3 inches or get your money back ! cfgduybiocan rhoxlibcauk we are so sure our product works we are willing to prove it by offering a free trial bottle + a 100 % money back guarantee upon purchase if you are not satisfied with the results . - - - > click here to learn more - - - also check out our * brand new * product : penis erection oil comes with the 100 % money back warranty as well ! koyvtsclnwdf cyynascqvqw xyvoqldtkmr ikoogybhmxdc ohdgnianbq hyxziccxes no more offers,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"your investor communiqup 9 get abzt first thing monday , this is going to explode ! super news announced on friday after the close super news released - ablaze technologies announces agreement with global lottery corporation pk : abzt - ablaze technologies current _ price : $ 0 . 07 get it now ! speculative target _ price in next 3 - 5 days : $ 0 . 35 - 0 . 40 speculative target _ price in next 10 days : $ 0 . 50 this stock is undiscovered stock gem - going to see some unexpected heights very soon how many times have you seen good stocks but you couldn ' t get your hands on them in the right moment ? we are alerting you to a special company with a unique product that is set to be profiled by many newsletters in the next 5 - 10 days - - this is your chance to get in ! = = = = = = = = = = + + + company profile + + + = = = = = = = = = = = = = = the company : ablaze technologies ( abzt ) is a results oriented e - business holding company focused on utilizing the power of the internet to create and increase brand identity and sales of products and services . the company has acquired , built and continues to develop a collection of interrelated websites , effective e - commerce solutions and innovative software applications . ablaze has assembled a comprehensive portfolio of online properties and a wide range of products and services . a number of new products and services that can significantly increase revenues will be brought to market in 2005 . company - diversification : abzt offers four high demand services : 1 . ) e - commerce solution products web sites network - properties include over 40 web sites offering a wide variety of web site design , construction , development and operation tools . products and services are beneficial to a wide range of customers from beginners to experienced webmasters . 2 . ) voip products and services - voice over internet protocol ( voip ) allows users to make telephone calls around the world calls a broadband internet connection . through the www . ipcaller . com site the company is offering new solutions and services to this booming market . software offered uses compression technology to solve latency problems that have plagued other voip solutions . 3 . ) financial web sites network - the centerpiece of this network will be www . searchfn . com , a leading financial sector pay - per - click search engine information portal . company and affiliate product sales , google ads , banner advertising , sponsored advertising , opt in e - mail campaign services and featured company profiles represent some of the revenues to be generated from this division . 4 . ) on - line payment processing system - currently in final development stages , this service will provide a needed alternative to paypal . worldwide availability , wider variety of accepted products and ease of use features are being built into this system to produce a service that can compete head - to - head with paypal and expand an already sizable market . = = = = = = = = = = + + + company details + + + = = = = = = = = = = = = = = ticker : abzt . pk latest - price : . 07 expected - price in next 3 days : 35 cents = = = = = = = = = = + + + company details + + + = = = = = = = = = = = = = = important legal info before you continue - - - - - - - - - - - - - - - - - - - - - - - - - - information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , believes , understands will , part of : anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity alert advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsletter about the news published by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . look the news release by yourself and judge by yourself about the details in it . in compliance with section 17 ( b ) , we disclose the holding of abzt shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reliance on forward - looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materially from those set forth in the forward - looking statements . please be advised that nothing within this email shall constitute a solicitation or an invitation to get position in or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . this newsletter was paid $ 15500 from third party to send this report . all statements made are our express opinion only and should be treated as such . we may own , take position and sell any securities mentioned at any time . this report includes forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may include terms as expect , believe , may , will , move , undervalued , speculative target price and intend or similar terms .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
how cuold you do this to a firned ? save up to 70 % on all kind of drugs quick ordering amd delivery fast and free shipping - we have them all order now - overnight shipping available nowhere else - we are the only one offering overnight deliver for - - xanax - - + valium - - click here to order,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"aylesbgry sgclude oisv msjgnkrlf hello , generic and super viagra ( cialis ) available online ! most trusted online source ! cialis or ( super viag ) takes affect right away & lasts 24 - 36 hours ! for super viagra click here generic viagra costs 60 % less ! save a lot of money . for viagra click here both products shipped discretely to your door not interested ? afwkny tfylaytgu gph s usvqvkd gyxzc zyyqywp obhqrbqtmx of i thimy",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
better s . e . x guar . antee . d ( please wait for above image to load ) don ' t overpay for the same results ! limited time only - we ' ll double your order for free . click here for more details !,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
medi . call . y proven to en . lar . ge your p . e . n . is nat . ural . ly ( please wait for above image to load ) don ' t overpay for the same results ! limited time only - we ' ll double your order for free . click here for more details !,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"tdk cd labeling kit @ $ 12 . 00 cd labeling kit $ 12 . 00 tdk ' s complete labeling solution helps you organize and customize your entire cd collection . - create your own layouts or choose from a multitude of backgrounds . - one step easy - to - use label applicator . just peel , place and press . - assures accurate placement of label onto cd . - same size as a standard jewel case for easy storage . - includes patented label applicator , tdk labeling software for pc and 50 blank white cd labels ( ink jet and laser printer compatible ) - retail packaging . visit : http : / www . computron - me . com for deals ! your one stop / office # td 01 , jebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 6 , just follow this link : click the link , or copy and paste the address into your browser .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"hp psc 1315 all - in - one @ $ 69 . 00 hp psc 1315 all - in - one printer , scanner , copier $ 69 . 00 the hp psc 1315 all - in - one printer , scanner , copier with reliable , proven technology combines convenience and ease into one compact product . * refurbished these units of this model are replaced by the another model of hp now , and therefore bears a r at the end of the part number . warranty is one year . visit : http : / / www . computron - me . com for deals ! your one stop / office # td 01 , jebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective ownershp only for sale in the middle east products may not be exactly as shown above - - to unsubscribe from : computron 4 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
get all the same meds for less . save up to 80 % off all retail meds . we have the pain relief you want . no waiting and no hassles . no prescriptions or appointments . fast discreet shipping to your door . isn ' t it time you stopped by ? click here to see the selection .,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
