Class,Message
Scam,"Hello, this is Canara Bank security team. Your card has been used for a Rs.5,899 purchase. Call back to cancel."
Scam,Your electricity meter shows irregular usage. Pay Rs.299 fine now to avoid disconnection: http://cutt.ly/37ed53
Scam,FINAL NOTICE: Your PNB debit card will expire today. Update details: http://tinyurl.com/8k9b29
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.4,499. Verify identity: http://short.link/f7kf2e"
Scam,"You are pre-selected for a Rs.1,200 personal loan at 0% interest. Apply now: http://secure-verify.co/666bda"
Scam,"Government tax refund of Rs.7,150 pending. Click http://tinyurl.com/5a4h9g to claim before deadline."
Scam,"Your electricity meter shows irregular usage. Pay Rs.9,350 fine now to avoid disconnection: http://short.link/fgki33"
Scam,"Government tax refund of Rs.7,799 pending. Click http://account-alert.net/2a2k8j to claim before deadline."
Scam,"You are pre-selected for a Rs.8,700 personal loan at 0% interest. Apply now: http://secure-verify.co/7c213g"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://bit.ly/kf1100
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/cg3ehj
Scam,"Warning: Your income tax filing has an error resulting in Rs.2,499 penalty. Pay immediately: http://secure-verify.co/ecg44d"
Scam,You've been selected for a free iPhone! Claim your prize now: http://tinyurl.com/k6efe7
Scam,"Warning: Your income tax filing has an error resulting in Rs.2,950 penalty. Pay immediately: http://account-alert.net/ia6k8b"
Scam,URGENT: Your PNB account will be blocked. Verify your KYC immediately at http://bit.ly/1e6f25
Scam,Your credit score has dropped. Click http://tinyurl.com/k6a553 to fix it instantly and unlock a free loan offer.
Scam,"Your DHL package with tracking ref Q2WG8GCQAR is stuck at customs. Pay Rs.8,899 to release: http://secure-verify.co/cckh90"
Scam,"Your FedEx package with tracking ref JK28644QCI is stuck at customs. Pay Rs.5,100 to release: http://short.link/63fa8c"
Scam,URGENT: Your Wells Fargo account will be blocked. Verify your KYC immediately at http://secure-verify.co/fgkcic
Scam,Your netflix subscription payment failed. Update your card details immediately: http://account-alert.net/c5ja6c
Scam,"Work from home and earn Rs.8,999 daily! No investment needed. Join now: http://bit.ly/2h4eg9"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.2,099."
Scam,"Dear customer, your account has suspicious activity. Click http://account-alert.net/djk600 to secure it now."
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://bit.ly/ai5648"
Scam,"Your Axis Bank rewards points worth Rs.6,550 are expiring today! Redeem now: http://rebrand.ly/820ejk"
Scam,Your credit score has dropped. Click http://rebrand.ly/jdbk7h to fix it instantly and unlock a free loan offer.
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://secure-verify.co/e37dek"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/ii4fhk
Scam,"Your DHL package with tracking ref CZ4M4M4LTW is stuck at customs. Pay Rs.8,700 to release: http://rebrand.ly/i69037"
Scam,"Job offer: Earn Rs.6,599 per day doing simple online tasks. Registration fee required: http://account-alert.net/5c05c7"
Scam,"Work from home and earn Rs.2,599 daily! No investment needed. Join now: http://account-alert.net/k44987"
Scam,You have been chosen for a cash reward of Rs.850. Claim before it expires: http://short.link/ij288g
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://cutt.ly/d46j3b
Scam,"Your OTP is 6431. Do not share with anyone. If you did not request this, click http://cutt.ly/gj1heb"
Scam,"Dear customer, your account has suspicious activity. Click http://cutt.ly/595hb6 to secure it now."
Scam,"Government tax refund of Rs.4,599 pending. Click http://tinyurl.com/bc1a86 to claim before deadline."
Scam,"You've qualified for a pre-approved loan of Rs.1,900. No documents required. http://account-alert.net/b1i654"
Scam,"Act now! Limited slots for guaranteed Rs.5,899 monthly income working from home. http://account-alert.net/f6g9de"
Scam,Your Canara Bank net banking has been locked. Click http://short.link/41cjbd immediately to unlock your account.
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://rebrand.ly/e7g02f
Scam,"You are pre-selected for a Rs.7,399 personal loan at 0% interest. Apply now: http://rebrand.ly/a8k08i"
Scam,URGENT: Your Axis Bank account will be blocked. Verify your KYC immediately at http://secure-verify.co/817h7j
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://cutt.ly/fccaic
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.2,299. Verify identity: http://bit.ly/9a731c"
Scam,Your electricity board refund of Rs.700 is ready. Share your bank OTP to receive it.
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://cutt.ly/ih2k61"
Scam,Your credit score has dropped. Click http://bit.ly/9j6fhc to fix it instantly and unlock a free loan offer.
Scam,"URGENT: Suspicious transaction of Rs.2,899 detected on your account. Verify or lose access: http://bit.ly/b9daij"
Scam,"Job offer: Earn Rs.7,750 per day doing simple online tasks. Registration fee required: http://bit.ly/id65cg"
Scam,"Job offer: Earn Rs.8,299 per day doing simple online tasks. Registration fee required: http://tinyurl.com/hkchkb"
Scam,"You have been chosen for a cash reward of Rs.8,700. Claim before it expires: http://tinyurl.com/k10152"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.5,799."
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://account-alert.net/9d69bh
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://short.link/i6e82i
Scam,"Your OTP is 6492. Do not share with anyone. If you did not request this, click http://account-alert.net/b2kfe2"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.7,000. Reply YES."
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.6,750. Reply YES."
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.4,750. Pay now: http://tinyurl.com/f66b62"
Scam,"You have received a WhatsApp gift voucher worth Rs.6,100. Redeem before it expires: http://bit.ly/0e95ab"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.4,300."
Scam,Your credit score has dropped. Click http://short.link/kdhfb3 to fix it instantly and unlock a free loan offer.
Scam,"You have been chosen for a cash reward of Rs.3,099. Claim before it expires: http://cutt.ly/f9ae3j"
Scam,"Your electricity board refund of Rs.7,600 is ready. Share your bank OTP to receive it."
Scam,"Act now! Limited slots for guaranteed Rs.5,900 monthly income working from home. http://short.link/762i1k"
Scam,"Work from home and earn Rs.4,099 daily! No investment needed. Join now: http://rebrand.ly/d0f94j"
Scam,"Your USPS package with tracking ref 22Y73ODX4M is stuck at customs. Pay Rs.7,650 to release: http://rebrand.ly/ek944i"
Scam,"You are pre-selected for a Rs.1,199 personal loan at 0% interest. Apply now: http://cutt.ly/edaa4c"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://bit.ly/jhihhj"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://bit.ly/05je81
Scam,"Your electricity board refund of Rs.5,750 is ready. Share your bank OTP to receive it."
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.1,400. Verify identity: http://bit.ly/gc5593"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://secure-verify.co/b305a3"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://tinyurl.com/36i2ff
Scam,"Work from home and earn Rs.6,250 daily! No investment needed. Join now: http://secure-verify.co/h6kb83"
Scam,"Dear customer, your account has suspicious activity. Click http://account-alert.net/6k9i8g to secure it now."
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/hd9678
Scam,"You've qualified for a pre-approved loan of Rs.8,450. No documents required. http://bit.ly/d0dai7"
Scam,"Your OTP is 2038. Do not share with anyone. If you did not request this, click http://secure-verify.co/6eabbe"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://secure-verify.co/b7954g
Scam,"Dear customer, your account has suspicious activity. Click http://account-alert.net/ek09ag to secure it now."
Scam,"Your OTP is 6908. Do not share with anyone. If you did not request this, click http://account-alert.net/7b1509"
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.9,050. Pay now: http://rebrand.ly/229jfh"
Scam,"Congratulations! You have won Rs.6,399,000 in the lucky draw. Claim now at http://bit.ly/98jigd"
Scam,"Warning: Your income tax filing has an error resulting in Rs.8,099 penalty. Pay immediately: http://secure-verify.co/40eid8"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://cutt.ly/33a2gf
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.6,100. Reply YES."
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://short.link/9605ik
Scam,"You have been chosen for a cash reward of Rs.5,450. Claim before it expires: http://tinyurl.com/51i0j3"
Scam,"Your OTP is 1123. Do not share with anyone. If you did not request this, click http://account-alert.net/7af27f"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://secure-verify.co/9d5ieh"
Scam,You've been selected for a free iPhone! Claim your prize now: http://cutt.ly/5542b3
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://tinyurl.com/0e8hjg
Scam,"Congratulations! You have won Rs.6,699,000 in the lucky draw. Claim now at http://secure-verify.co/4g334f"
Scam,"Job offer: Earn Rs.7,999 per day doing simple online tasks. Registration fee required: http://cutt.ly/7116ej"
Scam,"You have been chosen for a cash reward of Rs.5,950. Claim before it expires: http://short.link/gh6774"
Scam,"Congratulations! You have won Rs.1,700,000 in the lucky draw. Claim now at http://secure-verify.co/1j5ic9"
Scam,"Dear customer, your account has suspicious activity. Click http://short.link/1jg5j3 to secure it now."
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://cutt.ly/9a7a69
Scam,FINAL NOTICE: Your Canara Bank debit card will expire today. Update details: http://short.link/6hb22j
Scam,"Job offer: Earn Rs.8,600 per day doing simple online tasks. Registration fee required: http://cutt.ly/h4f015"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://bit.ly/0dki32"
Scam,"Government tax refund of Rs.1,399 pending. Click http://short.link/h619fh to claim before deadline."
Scam,"Dear user, we detected unusual activity on your Chase card. Verify now or it will be suspended: http://bit.ly/b7hgd5"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://tinyurl.com/29f2hf
Scam,"Your OTP is 4259. Do not share with anyone. If you did not request this, click http://tinyurl.com/0eafh8"
Scam,Your Kotak Mahindra net banking has been locked. Click http://cutt.ly/876e03 immediately to unlock your account.
Scam,Your credit score has dropped. Click http://bit.ly/0d7313 to fix it instantly and unlock a free loan offer.
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.9,150. Reply YES."
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://cutt.ly/j2h9ek
Scam,"Hello, this is IDBI Bank security team. Your card has been used for a Rs.7,100 purchase. Call back to cancel."
Scam,FINAL NOTICE: Your HSBC debit card will expire today. Update details: http://rebrand.ly/9k1f2a
Scam,Your Citibank net banking has been locked. Click http://rebrand.ly/j8ak68 immediately to unlock your account.
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.7,699."
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/3c8137
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.1,399 fee here: http://account-alert.net/5b3011"
Scam,"You have received a WhatsApp gift voucher worth Rs.8,099. Redeem before it expires: http://bit.ly/iejgh6"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://account-alert.net/bk24aa"
Scam,Work from home and earn Rs.650 daily! No investment needed. Join now: http://bit.ly/05576f
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.6,400 fee here: http://short.link/53a783"
Scam,Your ICICI Bank net banking has been locked. Click http://account-alert.net/8kbhg8 immediately to unlock your account.
Scam,Your PNB net banking has been locked. Click http://secure-verify.co/5gfa59 immediately to unlock your account.
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://short.link/cbib8g"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://account-alert.net/8edkdk
Scam,Your SBI net banking has been locked. Click http://tinyurl.com/d215c0 immediately to unlock your account.
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/k0f0d6
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://short.link/7a6hd5
Scam,"Your Bluedart package with tracking ref 67TZB0Q1XK is stuck at customs. Pay Rs.5,699 to release: http://short.link/dh0873"
Scam,"Your electricity board refund of Rs.1,600 is ready. Share your bank OTP to receive it."
Scam,URGENT: Your HDFC Bank account will be blocked. Verify your KYC immediately at http://cutt.ly/9kg35i
Scam,"Your OTP is 4885. Do not share with anyone. If you did not request this, click http://short.link/jab4cf"
Scam,"Government tax refund of Rs.8,600 pending. Click http://bit.ly/i2bfkd to claim before deadline."
Scam,We tried to deliver your package but failed. Reschedule and pay Rs.700 fee here: http://rebrand.ly/9fd7i7
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://short.link/ej9ea4"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.4,250."
Scam,"Congratulations! You have won Rs.8,700,000 in the lucky draw. Claim now at http://cutt.ly/j5fg6i"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.4,100. Reply YES."
Scam,"Your HSBC rewards points worth Rs.7,899 are expiring today! Redeem now: http://tinyurl.com/ck7dfk"
Scam,"Act now! Limited slots for guaranteed Rs.7,900 monthly income working from home. http://tinyurl.com/bk542f"
Scam,Your credit score has dropped. Click http://short.link/k3dhjb to fix it instantly and unlock a free loan offer.
Scam,"You have been chosen for a cash reward of Rs.2,750. Claim before it expires: http://tinyurl.com/7ji3a3"
Scam,"Government tax refund of Rs.6,150 pending. Click http://cutt.ly/91ck0g to claim before deadline."
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.8,899 fee here: http://bit.ly/jb5d19"
Scam,"Hello, this is SBI security team. Your card has been used for a Rs.1,299 purchase. Call back to cancel."
Scam,"URGENT: Suspicious transaction of Rs.4,200 detected on your account. Verify or lose access: http://bit.ly/3a694h"
Scam,"Your electricity meter shows irregular usage. Pay Rs.8,600 fine now to avoid disconnection: http://short.link/ig5b28"
Scam,FINAL NOTICE: Your Bank of America debit card will expire today. Update details: http://bit.ly/c2i96h
Scam,Your credit score has dropped. Click http://bit.ly/5603hj to fix it instantly and unlock a free loan offer.
Scam,Your netflix subscription payment failed. Update your card details immediately: http://bit.ly/0a8a1i
Scam,"Dear user, we detected unusual activity on your Canara Bank card. Verify now or it will be suspended: http://bit.ly/3gkgd3"
Scam,FINAL NOTICE: Your HDFC Bank debit card will expire today. Update details: http://tinyurl.com/d69kc2
Scam,"Warning: Your income tax filing has an error resulting in Rs.2,499 penalty. Pay immediately: http://short.link/76he56"
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.8,950. Verify identity: http://secure-verify.co/jc24kh"
Scam,URGENT: Your Wells Fargo account will be blocked. Verify your KYC immediately at http://rebrand.ly/3f9i11
Scam,Your Kotak Mahindra net banking has been locked. Click http://account-alert.net/0ccahj immediately to unlock your account.
Scam,Your netflix subscription payment failed. Update your card details immediately: http://account-alert.net/hjda35
Scam,"Work from home and earn Rs.8,250 daily! No investment needed. Join now: http://cutt.ly/7fgi3d"
Scam,"Your OTP is 6640. Do not share with anyone. If you did not request this, click http://short.link/g3fk39"
Scam,"Dear user, we detected unusual activity on your PNB card. Verify now or it will be suspended: http://bit.ly/i00dcj"
